symbol,date,open,high,low,close,volume
IBM,2024-03-20 13:40:00,192.07,192.082,192.05,192.082,3478
IBM,2024-03-20 13:39:00,192.08,192.1,192.06,192.07,3968
IBM,2024-03-20 13:38:00,192.11,192.11,192.065,192.08,2076
IBM,2024-03-20 13:37:00,192.093,192.1,192.08,192.1,1772
IBM,2024-03-20 13:36:00,192.2,192.2,192.1,192.105,1335
IBM,2024-03-20 13:35:00,192.32,192.32,192.2,192.2,2581
IBM,2024-03-20 13:34:00,192.27,192.29,192.25,192.26,2785
IBM,2024-03-20 13:33:00,192.22,192.29,192.22,192.28,5651
IBM,2024-03-20 13:32:00,192.21,192.245,192.21,192.23,2403
IBM,2024-03-20 13:31:00,192.25,192.25,192.17,192.22,1971
IBM,2024-03-20 13:30:00,192.28,192.301,192.26,192.26,2802
IBM,2024-03-20 13:29:00,192.44,192.44,192.33,192.33,2249
IBM,2024-03-20 13:28:00,192.48,192.49,192.431,192.47,3005
IBM,2024-03-20 13:27:00,192.42,192.45,192.42,192.45,788
IBM,2024-03-20 13:26:00,192.4,192.41,192.38,192.41,1936
IBM,2024-03-20 13:25:00,192.38,192.39,192.38,192.381,2028
IBM,2024-03-20 13:24:00,192.37,192.45,192.35,192.36,4332
IBM,2024-03-20 13:23:00,192.41,192.43,192.37,192.37,2794
IBM,2024-03-20 13:22:00,192.37,192.42,192.37,192.42,3499
IBM,2024-03-20 13:21:00,192.38,192.42,192.36,192.412,5586
IBM,2024-03-20 13:20:00,192.36,192.38,192.36,192.373,2889
IBM,2024-03-20 13:19:00,192.32,192.36,192.32,192.34,1651
IBM,2024-03-20 13:18:00,192.3,192.33,192.295,192.32,2819
IBM,2024-03-20 13:17:00,192.319,192.33,192.29,192.315,2842
IBM,2024-03-20 13:16:00,192.24,192.31,192.24,192.31,1238
IBM,2024-03-20 13:15:00,192.22,192.25,192.21,192.24,1799
IBM,2024-03-20 13:14:00,192.23,192.25,192.17,192.23,15662
IBM,2024-03-20 13:13:00,192.3,192.302,192.23,192.26,3839
IBM,2024-03-20 13:12:00,192.345,192.359,192.3,192.3,2616
IBM,2024-03-20 13:11:00,192.33,192.33,192.29,192.32,2057
IBM,2024-03-20 13:10:00,192.32,192.354,192.31,192.35,1627
IBM,2024-03-20 13:09:00,192.41,192.44,192.32,192.32,2467
IBM,2024-03-20 13:08:00,192.36,192.405,192.29,192.405,6809
IBM,2024-03-20 13:07:00,192.34,192.36,192.34,192.345,3197
IBM,2024-03-20 13:06:00,192.37,192.38,192.35,192.35,1501
IBM,2024-03-20 13:05:00,192.386,192.4,192.36,192.36,2588
IBM,2024-03-20 13:04:00,192.35,192.4,192.35,192.38,2922
IBM,2024-03-20 13:03:00,192.354,192.354,192.31,192.33,1733
IBM,2024-03-20 13:02:00,192.44,192.44,192.36,192.375,1449
IBM,2024-03-20 13:01:00,192.5,192.514,192.44,192.451,2574
IBM,2024-03-20 13:00:00,192.41,192.526,192.41,192.515,2479
IBM,2024-03-20 12:59:00,192.388,192.415,192.38,192.41,5122
IBM,2024-03-20 12:58:00,192.415,192.415,192.34,192.4,4692
IBM,2024-03-20 12:57:00,192.44,192.44,192.39,192.4,5865
IBM,2024-03-20 12:56:00,192.56,192.56,192.45,192.45,4827
IBM,2024-03-20 12:55:00,192.59,192.59,192.55,192.56,1855
IBM,2024-03-20 12:54:00,192.54,192.63,192.54,192.61,8809
IBM,2024-03-20 12:53:00,192.485,192.571,192.48,192.571,8697
IBM,2024-03-20 12:52:00,192.48,192.5,192.48,192.495,1846
IBM,2024-03-20 12:51:00,192.49,192.49,192.46,192.47,3277
IBM,2024-03-20 12:50:00,192.5,192.53,192.48,192.51,3898
IBM,2024-03-20 12:49:00,192.54,192.54,192.52,192.52,2009
IBM,2024-03-20 12:48:00,192.63,192.63,192.54,192.54,1730
IBM,2024-03-20 12:47:00,192.64,192.67,192.63,192.66,2895
IBM,2024-03-20 12:46:00,192.63,192.685,192.63,192.65,4356
IBM,2024-03-20 12:45:00,192.76,192.76,192.6,192.6,4891
IBM,2024-03-20 12:44:00,192.86,192.88,192.8,192.814,5918
IBM,2024-03-20 12:43:00,192.75,192.924,192.74,192.83,21428
IBM,2024-03-20 12:42:00,192.8,192.81,192.75,192.76,6157
IBM,2024-03-20 12:41:00,192.83,192.85,192.8,192.8,12490
IBM,2024-03-20 12:40:00,192.53,192.81,192.505,192.81,14692
IBM,2024-03-20 12:39:00,192.495,192.5,192.4,192.495,8165
IBM,2024-03-20 12:38:00,192.48,192.5,192.47,192.495,4619
IBM,2024-03-20 12:37:00,192.51,192.51,192.43,192.465,11656
IBM,2024-03-20 12:36:00,192.53,192.54,192.51,192.52,4752
IBM,2024-03-20 12:35:00,192.59,192.63,192.515,192.53,8493
IBM,2024-03-20 12:34:00,192.61,192.61,192.53,192.58,4641
IBM,2024-03-20 12:33:00,192.595,192.611,192.585,192.61,2975
IBM,2024-03-20 12:32:00,192.595,192.62,192.57,192.6,6405
IBM,2024-03-20 12:31:00,192.55,192.59,192.52,192.59,12288
IBM,2024-03-20 12:30:00,192.54,192.595,192.53,192.53,7676
IBM,2024-03-20 12:29:00,192.52,192.545,192.5,192.54,2248
IBM,2024-03-20 12:28:00,192.47,192.54,192.46,192.54,1973
IBM,2024-03-20 12:27:00,192.44,192.5,192.44,192.49,1676
IBM,2024-03-20 12:26:00,192.36,192.4,192.36,192.38,2036
IBM,2024-03-20 12:25:00,192.385,192.385,192.335,192.34,2021
IBM,2024-03-20 12:24:00,192.33,192.36,192.33,192.36,877
IBM,2024-03-20 12:23:00,192.44,192.44,192.36,192.36,2520
IBM,2024-03-20 12:22:00,192.349,192.4,192.33,192.4,3053
IBM,2024-03-20 12:21:00,192.515,192.515,192.35,192.35,5409
IBM,2024-03-20 12:20:00,192.38,192.515,192.38,192.515,6441
IBM,2024-03-20 12:19:00,192.36,192.39,192.36,192.365,4448
IBM,2024-03-20 12:18:00,192.387,192.387,192.34,192.38,3740
IBM,2024-03-20 12:17:00,192.37,192.38,192.34,192.37,13511
IBM,2024-03-20 12:16:00,192.225,192.32,192.225,192.32,2889
IBM,2024-03-20 12:15:00,192.3,192.3,192.19,192.25,10709
IBM,2024-03-20 12:14:00,192.35,192.35,192.25,192.27,6438
IBM,2024-03-20 12:13:00,192.28,192.35,192.28,192.34,3335
IBM,2024-03-20 12:12:00,192.269,192.295,192.26,192.29,3531
IBM,2024-03-20 12:11:00,192.22,192.25,192.205,192.24,1589
IBM,2024-03-20 12:10:00,192.075,192.23,192.075,192.23,2425
IBM,2024-03-20 12:09:00,191.975,192.08,191.975,192.08,3496
IBM,2024-03-20 12:08:00,191.95,191.977,191.94,191.977,2115
IBM,2024-03-20 12:07:00,191.92,191.92,191.89,191.91,3749
IBM,2024-03-20 12:06:00,191.9,191.91,191.9,191.91,1129
IBM,2024-03-20 12:05:00,191.895,191.92,191.88,191.9,2515
IBM,2024-03-20 12:04:00,191.83,191.91,191.83,191.91,1512
IBM,2024-03-20 12:03:00,191.78,191.84,191.78,191.84,2137
IBM,2024-03-20 12:02:00,191.74,191.8,191.74,191.77,4817
IBM,2024-03-20 12:01:00,191.71,191.76,191.69,191.74,6086
IBM,2024-03-20 12:00:00,191.71,191.71,191.689,191.7,4831
IBM,2024-03-20 11:59:00,191.68,191.7,191.63,191.7,4097
IBM,2024-03-20 11:58:00,191.635,191.7,191.63,191.68,8122
IBM,2024-03-20 11:57:00,191.6,191.6,191.57,191.575,2697
IBM,2024-03-20 11:56:00,191.56,191.635,191.56,191.63,2174
IBM,2024-03-20 11:55:00,191.47,191.54,191.45,191.54,3758
IBM,2024-03-20 11:54:00,191.53,191.56,191.48,191.48,2819
IBM,2024-03-20 11:53:00,191.425,191.556,191.425,191.556,3581
IBM,2024-03-20 11:52:00,191.41,191.425,191.31,191.425,11251
IBM,2024-03-20 11:51:00,191.53,191.534,191.435,191.435,5576
IBM,2024-03-20 11:50:00,191.53,191.54,191.5,191.54,4606
IBM,2024-03-20 11:49:00,191.55,191.57,191.54,191.547,3475
IBM,2024-03-20 11:48:00,191.58,191.61,191.53,191.56,7845
IBM,2024-03-20 11:47:00,191.58,191.62,191.58,191.605,3262
IBM,2024-03-20 11:46:00,191.65,191.65,191.56,191.6,3759
IBM,2024-03-20 11:45:00,191.79,191.79,191.655,191.66,4500
IBM,2024-03-20 11:44:00,191.83,191.83,191.8,191.81,1742
IBM,2024-03-20 11:43:00,191.74,191.795,191.74,191.795,2306
IBM,2024-03-20 11:42:00,191.73,191.75,191.72,191.75,1853
IBM,2024-03-20 11:41:00,191.765,191.765,191.74,191.74,1463
IBM,2024-03-20 11:40:00,191.71,191.77,191.71,191.77,2020
IBM,2024-03-20 11:39:00,191.7,191.75,191.7,191.725,4876
IBM,2024-03-20 11:38:00,191.8,191.8,191.7,191.72,2732
IBM,2024-03-20 11:37:00,191.76,191.82,191.755,191.78,3206
IBM,2024-03-20 11:36:00,191.79,191.79,191.76,191.77,2960
IBM,2024-03-20 11:35:00,191.73,191.753,191.728,191.753,2108
IBM,2024-03-20 11:34:00,191.72,191.75,191.7,191.75,2888
IBM,2024-03-20 11:33:00,191.73,191.78,191.719,191.719,3973
IBM,2024-03-20 11:32:00,191.81,191.81,191.74,191.741,3202
IBM,2024-03-20 11:31:00,191.82,191.82,191.82,191.82,878
IBM,2024-03-20 11:30:00,191.86,191.86,191.8,191.82,4197
IBM,2024-03-20 11:29:00,191.83,191.875,191.8,191.84,6621
IBM,2024-03-20 11:28:00,191.77,191.849,191.765,191.82,3460
IBM,2024-03-20 11:27:00,191.75,191.77,191.735,191.77,2854
IBM,2024-03-20 11:26:00,191.78,191.79,191.76,191.76,2555
IBM,2024-03-20 11:25:00,191.829,191.829,191.79,191.799,2564
IBM,2024-03-20 11:24:00,191.81,191.86,191.78,191.83,5590
IBM,2024-03-20 11:23:00,191.86,191.89,191.83,191.84,3361
IBM,2024-03-20 11:22:00,191.79,191.89,191.78,191.82,17127
IBM,2024-03-20 11:21:00,191.78,191.78,191.73,191.75,2203
IBM,2024-03-20 11:20:00,191.749,191.8,191.715,191.8,4059
IBM,2024-03-20 11:19:00,191.76,191.77,191.75,191.755,1507
IBM,2024-03-20 11:18:00,191.77,191.775,191.76,191.76,3317
IBM,2024-03-20 11:17:00,191.745,191.788,191.745,191.764,1250
IBM,2024-03-20 11:16:00,191.77,191.78,191.74,191.755,2451
IBM,2024-03-20 11:15:00,191.88,191.88,191.735,191.76,3658
IBM,2024-03-20 11:14:00,191.92,191.92,191.9,191.91,1383
IBM,2024-03-20 11:13:00,191.95,191.96,191.9,191.91,3735
IBM,2024-03-20 11:12:00,191.91,191.95,191.91,191.95,2616
IBM,2024-03-20 11:11:00,191.925,191.925,191.895,191.9,2066
IBM,2024-03-20 11:10:00,191.89,191.929,191.89,191.929,2350
IBM,2024-03-20 11:09:00,191.911,191.919,191.87,191.89,3415
IBM,2024-03-20 11:08:00,191.89,191.9,191.84,191.88,3444
IBM,2024-03-20 11:07:00,191.89,191.89,191.82,191.89,5847
IBM,2024-03-20 11:06:00,191.91,191.93,191.89,191.91,2972
IBM,2024-03-20 11:05:00,191.926,191.94,191.91,191.93,3250
IBM,2024-03-20 11:04:00,191.96,191.96,191.86,191.89,10380
IBM,2024-03-20 11:03:00,191.775,191.95,191.76,191.93,10008
IBM,2024-03-20 11:02:00,191.795,191.795,191.775,191.78,1829
IBM,2024-03-20 11:01:00,191.81,191.835,191.79,191.79,2411
IBM,2024-03-20 11:00:00,191.738,191.79,191.72,191.785,4818
IBM,2024-03-20 10:59:00,191.835,191.86,191.72,191.72,5365
IBM,2024-03-20 10:58:00,191.86,191.86,191.84,191.84,3689
IBM,2024-03-20 10:57:00,191.985,191.99,191.91,191.915,2961
IBM,2024-03-20 10:56:00,191.959,191.99,191.94,191.99,4988
IBM,2024-03-20 10:55:00,192.0,192.02,191.94,191.94,3551
IBM,2024-03-20 10:54:00,191.99,191.99,191.93,191.97,3640
IBM,2024-03-20 10:53:00,191.95,191.98,191.94,191.98,3480
IBM,2024-03-20 10:52:00,192.0,192.0,191.951,191.954,2717
IBM,2024-03-20 10:51:00,192.065,192.11,192.0,192.0,4421
IBM,2024-03-20 10:50:00,192.015,192.05,192.015,192.04,3787
IBM,2024-03-20 10:49:00,192.17,192.17,192.06,192.09,4736
IBM,2024-03-20 10:48:00,192.16,192.182,192.125,192.16,4948
IBM,2024-03-20 10:47:00,192.03,192.13,191.995,192.13,4780
IBM,2024-03-20 10:46:00,192.02,192.13,191.995,192.01,5355
IBM,2024-03-20 10:45:00,192.01,192.02,191.96,192.01,5888
IBM,2024-03-20 10:44:00,192.055,192.09,192.03,192.03,2855
IBM,2024-03-20 10:43:00,192.165,192.165,192.03,192.03,5235
IBM,2024-03-20 10:42:00,192.13,192.19,192.13,192.155,3443
IBM,2024-03-20 10:41:00,192.17,192.17,192.09,192.1,2594
IBM,2024-03-20 10:40:00,192.105,192.16,192.105,192.16,4482
IBM,2024-03-20 10:39:00,192.1,192.11,191.99,192.1,6425
IBM,2024-03-20 10:38:00,192.095,192.095,192.05,192.05,2275
IBM,2024-03-20 10:37:00,192.085,192.1,191.99,192.08,9906
IBM,2024-03-20 10:36:00,192.28,192.29,192.085,192.085,5225
IBM,2024-03-20 10:35:00,192.4,192.4,192.23,192.25,3710
IBM,2024-03-20 10:34:00,192.41,192.41,192.35,192.4,4323
IBM,2024-03-20 10:33:00,192.51,192.54,192.42,192.425,6145
IBM,2024-03-20 10:32:00,192.55,192.56,192.52,192.52,1567
IBM,2024-03-20 10:31:00,192.6,192.6,192.53,192.56,3808
IBM,2024-03-20 10:30:00,192.48,192.62,192.48,192.62,3274
IBM,2024-03-20 10:29:00,192.39,192.54,192.38,192.51,4137
IBM,2024-03-20 10:28:00,192.45,192.46,192.366,192.39,4026
IBM,2024-03-20 10:27:00,192.52,192.52,192.42,192.445,4005
IBM,2024-03-20 10:26:00,192.565,192.565,192.48,192.51,2838
IBM,2024-03-20 10:25:00,192.56,192.58,192.56,192.58,1151
IBM,2024-03-20 10:24:00,192.5,192.57,192.5,192.55,3749
IBM,2024-03-20 10:23:00,192.51,192.545,192.48,192.48,3142
IBM,2024-03-20 10:22:00,192.445,192.5,192.445,192.5,2374
IBM,2024-03-20 10:21:00,192.38,192.45,192.38,192.45,3770
IBM,2024-03-20 10:20:00,192.37,192.428,192.3,192.42,8748
IBM,2024-03-20 10:19:00,192.37,192.37,192.33,192.36,1964
IBM,2024-03-20 10:18:00,192.29,192.395,192.29,192.395,2839
IBM,2024-03-20 10:17:00,192.3,192.4,192.26,192.27,10010
IBM,2024-03-20 10:16:00,192.35,192.35,192.31,192.32,2261
IBM,2024-03-20 10:15:00,192.35,192.39,192.33,192.33,3236
IBM,2024-03-20 10:14:00,192.43,192.43,192.37,192.37,1553
IBM,2024-03-20 10:13:00,192.54,192.58,192.44,192.44,4173
IBM,2024-03-20 10:12:00,192.45,192.51,192.43,192.51,3158
IBM,2024-03-20 10:11:00,192.455,192.455,192.425,192.43,2733
IBM,2024-03-20 10:10:00,192.445,192.49,192.41,192.48,1255
IBM,2024-03-20 10:09:00,192.3,192.44,192.3,192.43,3271
IBM,2024-03-20 10:08:00,192.33,192.33,192.19,192.25,4865
IBM,2024-03-20 10:07:00,192.39,192.39,192.29,192.355,3806
IBM,2024-03-20 10:06:00,192.43,192.44,192.38,192.4,2403
IBM,2024-03-20 10:05:00,192.36,192.41,192.33,192.41,3247
IBM,2024-03-20 10:04:00,192.31,192.36,192.31,192.31,1524
IBM,2024-03-20 10:03:00,192.45,192.45,192.315,192.315,1646
IBM,2024-03-20 10:02:00,192.29,192.35,192.17,192.32,6370
IBM,2024-03-20 10:01:00,192.26,192.32,192.26,192.32,1966
IBM,2024-03-20 10:00:00,192.27,192.305,192.21,192.25,3526
IBM,2024-03-20 09:59:00,192.25,192.305,192.2,192.305,4107
IBM,2024-03-20 09:58:00,192.361,192.37,192.25,192.25,2789
IBM,2024-03-20 09:57:00,192.335,192.59,192.335,192.4,13337
IBM,2024-03-20 09:56:00,192.39,192.39,192.3,192.33,2004
IBM,2024-03-20 09:55:00,192.41,192.515,192.41,192.44,2898
IBM,2024-03-20 09:54:00,192.5,192.5,192.32,192.32,1474
IBM,2024-03-20 09:53:00,192.58,192.58,192.453,192.47,1466
IBM,2024-03-20 09:52:00,192.48,192.57,192.47,192.57,5951
IBM,2024-03-20 09:51:00,192.62,192.62,192.45,192.525,3265
IBM,2024-03-20 09:50:00,192.78,192.78,192.62,192.679,2039
IBM,2024-03-20 09:49:00,192.712,192.82,192.644,192.745,6169
IBM,2024-03-20 09:48:00,192.78,192.78,192.68,192.68,1812
IBM,2024-03-20 09:47:00,192.855,192.93,192.785,192.785,2756
IBM,2024-03-20 09:46:00,192.96,193.02,192.89,192.89,2869
IBM,2024-03-20 09:45:00,193.2,193.295,192.96,193.005,5698
IBM,2024-03-20 09:44:00,193.225,193.225,193.147,193.17,2307
IBM,2024-03-20 09:43:00,193.33,193.33,193.21,193.235,1553
IBM,2024-03-20 09:42:00,193.34,193.45,193.34,193.34,6146
IBM,2024-03-20 09:41:00,193.22,193.34,193.185,193.305,3683
IBM,2024-03-20 09:40:00,192.89,193.07,192.81,193.07,5726
IBM,2024-03-20 09:39:00,192.935,193.03,192.79,192.855,15610
IBM,2024-03-20 09:38:00,192.675,192.93,192.67,192.93,3399
IBM,2024-03-20 09:37:00,192.57,192.715,192.57,192.695,2682
IBM,2024-03-20 09:36:00,192.57,192.57,192.44,192.44,5510
IBM,2024-03-20 09:35:00,192.353,192.68,192.33,192.67,5006
IBM,2024-03-20 09:34:00,192.37,192.56,192.37,192.42,2330
IBM,2024-03-20 09:33:00,192.5,192.551,192.2,192.3,5481
IBM,2024-03-20 09:32:00,192.76,192.795,192.56,192.62,1813
IBM,2024-03-20 09:31:00,193.0,193.08,192.7,192.72,6016
IBM,2024-03-20 09:30:00,192.87,192.977,192.76,192.935,48086
IBM,2024-03-19 16:00:00,193.34,193.35,193.34,193.34,3393656
IBM,2024-03-19 15:59:00,193.28,193.41,193.18,193.34,98074
IBM,2024-03-19 15:58:00,193.28,193.32,193.265,193.286,37309
IBM,2024-03-19 15:57:00,193.36,193.38,193.265,193.27,38137
IBM,2024-03-19 15:56:00,193.41,193.46,193.34,193.37,35906
IBM,2024-03-19 15:55:00,193.35,193.445,193.31,193.41,31056
IBM,2024-03-19 15:54:00,193.32,193.39,193.31,193.345,19828
IBM,2024-03-19 15:53:00,193.275,193.36,193.275,193.318,17583
IBM,2024-03-19 15:52:00,193.29,193.3,193.23,193.29,22805
IBM,2024-03-19 15:51:00,193.25,193.3,193.21,193.27,21356
IBM,2024-03-19 15:50:00,193.14,193.27,193.125,193.26,19495
IBM,2024-03-19 15:49:00,193.22,193.22,193.09,193.14,22159
IBM,2024-03-19 15:48:00,193.16,193.23,193.1,193.22,14222
IBM,2024-03-19 15:47:00,192.99,193.16,192.99,193.14,26158
IBM,2024-03-19 15:46:00,192.985,193.01,192.93,193.0,10961
IBM,2024-03-19 15:45:00,192.99,193.01,192.95,192.98,13118
IBM,2024-03-19 15:44:00,192.94,192.99,192.9,192.99,7921
IBM,2024-03-19 15:43:00,192.93,192.96,192.89,192.951,7808
IBM,2024-03-19 15:42:00,192.88,192.941,192.88,192.93,7041
IBM,2024-03-19 15:41:00,192.82,192.87,192.82,192.87,5445
IBM,2024-03-19 15:40:00,192.875,192.875,192.79,192.81,6081
IBM,2024-03-19 15:39:00,192.86,192.89,192.85,192.87,5841
IBM,2024-03-19 15:38:00,192.77,192.87,192.77,192.855,5029
IBM,2024-03-19 15:37:00,192.83,192.83,192.75,192.76,5875
IBM,2024-03-19 15:36:00,192.765,192.83,192.75,192.83,100987
IBM,2024-03-19 15:35:00,192.71,192.78,192.69,192.77,6913
IBM,2024-03-19 15:34:00,192.8,192.82,192.67,192.7,10301
IBM,2024-03-19 15:33:00,192.72,192.78,192.72,192.78,6374
IBM,2024-03-19 15:32:00,192.71,192.72,192.68,192.716,7181
IBM,2024-03-19 15:31:00,192.665,192.74,192.65,192.7,6108
IBM,2024-03-19 15:30:00,192.66,192.67,192.57,192.67,7342
IBM,2024-03-19 15:29:00,192.67,192.76,192.665,192.68,6134
IBM,2024-03-19 15:28:00,192.7,192.73,192.66,192.68,8250
IBM,2024-03-19 15:27:00,192.67,192.69,192.65,192.69,5479
IBM,2024-03-19 15:26:00,192.65,192.69,192.635,192.68,2749
IBM,2024-03-19 15:25:00,192.695,192.71,192.65,192.71,5813
IBM,2024-03-19 15:24:00,192.81,192.82,192.65,192.687,7030
IBM,2024-03-19 15:23:00,192.735,192.825,192.73,192.825,6951
IBM,2024-03-19 15:22:00,192.74,192.77,192.74,192.745,5542
IBM,2024-03-19 15:21:00,192.78,192.79,192.716,192.73,5131
IBM,2024-03-19 15:20:00,192.745,192.865,192.73,192.79,15037
IBM,2024-03-19 15:19:00,192.64,192.75,192.62,192.75,3523
IBM,2024-03-19 15:18:00,192.47,192.64,192.45,192.63,12268
IBM,2024-03-19 15:17:00,192.493,192.5,192.42,192.45,5735
IBM,2024-03-19 15:16:00,192.39,192.5,192.39,192.47,5490
IBM,2024-03-19 15:15:00,192.325,192.35,192.28,192.335,10686
IBM,2024-03-19 15:14:00,192.299,192.5,192.275,192.37,60518
IBM,2024-03-19 15:13:00,192.25,192.299,192.18,192.299,11989
IBM,2024-03-19 15:12:00,192.295,192.295,192.25,192.26,3821
IBM,2024-03-19 15:11:00,192.29,192.32,192.27,192.3,2521
IBM,2024-03-19 15:10:00,192.302,192.32,192.27,192.28,5764
IBM,2024-03-19 15:09:00,192.32,192.32,192.28,192.29,4076
IBM,2024-03-19 15:08:00,192.28,192.31,192.27,192.305,3329
IBM,2024-03-19 15:07:00,192.31,192.325,192.28,192.29,3678
IBM,2024-03-19 15:06:00,192.31,192.33,192.26,192.32,6657
IBM,2024-03-19 15:05:00,192.42,192.42,192.25,192.29,8504
IBM,2024-03-19 15:04:00,192.36,192.42,192.36,192.42,5575
IBM,2024-03-19 15:03:00,192.46,192.475,192.36,192.36,4637
IBM,2024-03-19 15:02:00,192.5,192.51,192.43,192.47,4367
IBM,2024-03-19 15:01:00,192.53,192.55,192.485,192.49,5190
IBM,2024-03-19 15:00:00,192.485,192.53,192.47,192.53,2942
IBM,2024-03-19 14:59:00,192.517,192.52,192.49,192.51,2458
IBM,2024-03-19 14:58:00,192.498,192.555,192.48,192.53,5019
IBM,2024-03-19 14:57:00,192.48,192.53,192.48,192.498,2997
IBM,2024-03-19 14:56:00,192.4,192.49,192.4,192.45,3507
IBM,2024-03-19 14:55:00,192.5,192.51,192.42,192.45,12314
IBM,2024-03-19 14:54:00,192.64,192.64,192.49,192.49,11019
IBM,2024-03-19 14:53:00,192.705,192.77,192.655,192.655,16222
IBM,2024-03-19 14:52:00,192.701,192.73,192.701,192.71,8898
IBM,2024-03-19 14:51:00,192.69,192.71,192.69,192.71,2184
IBM,2024-03-19 14:50:00,192.655,192.69,192.655,192.68,1322
IBM,2024-03-19 14:49:00,192.66,192.67,192.652,192.67,1439
IBM,2024-03-19 14:48:00,192.665,192.69,192.66,192.67,4124
IBM,2024-03-19 14:47:00,192.665,192.665,192.665,192.665,662
IBM,2024-03-19 14:46:00,192.725,192.73,192.665,192.665,6781
IBM,2024-03-19 14:45:00,192.74,192.74,192.71,192.73,2345
IBM,2024-03-19 14:44:00,192.78,192.78,192.75,192.755,2730
IBM,2024-03-19 14:43:00,192.733,192.78,192.733,192.78,1732
IBM,2024-03-19 14:42:00,192.71,192.745,192.71,192.73,3531
IBM,2024-03-19 14:41:00,192.67,192.7,192.67,192.7,1476
IBM,2024-03-19 14:40:00,192.725,192.74,192.68,192.68,2787
IBM,2024-03-19 14:39:00,192.675,192.72,192.67,192.7,2556
IBM,2024-03-19 14:38:00,192.618,192.695,192.612,192.695,3190
IBM,2024-03-19 14:37:00,192.62,192.63,192.616,192.63,2603
IBM,2024-03-19 14:36:00,192.655,192.655,192.61,192.61,1787
IBM,2024-03-19 14:35:00,192.61,192.68,192.61,192.65,2690
IBM,2024-03-19 14:34:00,192.58,192.6,192.555,192.6,3103
IBM,2024-03-19 14:33:00,192.64,192.64,192.58,192.58,2057
IBM,2024-03-19 14:32:00,192.58,192.62,192.57,192.62,3534
IBM,2024-03-19 14:31:00,192.55,192.602,192.55,192.59,1736
IBM,2024-03-19 14:30:00,192.62,192.62,192.535,192.555,3150
IBM,2024-03-19 14:29:00,192.54,192.62,192.53,192.62,5227
IBM,2024-03-19 14:28:00,192.517,192.53,192.517,192.53,1590
IBM,2024-03-19 14:27:00,192.625,192.65,192.42,192.52,11725
IBM,2024-03-19 14:26:00,192.6,192.68,192.6,192.635,3183
IBM,2024-03-19 14:25:00,192.69,192.7,192.57,192.58,9923
IBM,2024-03-19 14:24:00,192.71,192.72,192.69,192.69,2920
IBM,2024-03-19 14:23:00,192.7,192.72,192.64,192.72,12917
IBM,2024-03-19 14:22:00,192.675,192.73,192.66,192.73,3500
IBM,2024-03-19 14:21:00,192.786,192.786,192.68,192.68,3564
IBM,2024-03-19 14:20:00,192.734,192.79,192.734,192.78,2075
IBM,2024-03-19 14:19:00,192.7,192.725,192.7,192.71,1942
IBM,2024-03-19 14:18:00,192.77,192.8,192.73,192.73,3432
IBM,2024-03-19 14:17:00,192.78,192.78,192.74,192.777,2253
IBM,2024-03-19 14:16:00,192.69,192.78,192.68,192.78,1928
IBM,2024-03-19 14:15:00,192.62,192.66,192.62,192.66,1410
IBM,2024-03-19 14:14:00,192.74,192.74,192.61,192.625,14463
IBM,2024-03-19 14:13:00,192.67,192.74,192.67,192.74,5181
IBM,2024-03-19 14:12:00,192.71,192.71,192.67,192.67,1762
IBM,2024-03-19 14:11:00,192.69,192.735,192.66,192.69,8549
IBM,2024-03-19 14:10:00,192.65,192.68,192.64,192.67,3710
IBM,2024-03-19 14:09:00,192.65,192.65,192.62,192.64,2805
IBM,2024-03-19 14:08:00,192.77,192.77,192.66,192.66,4088
IBM,2024-03-19 14:07:00,192.785,192.785,192.76,192.77,2308
IBM,2024-03-19 14:06:00,192.82,192.82,192.77,192.77,1307
IBM,2024-03-19 14:05:00,192.84,192.87,192.82,192.83,3183
IBM,2024-03-19 14:04:00,192.85,192.86,192.82,192.84,1838
IBM,2024-03-19 14:03:00,192.785,192.84,192.77,192.84,3780
IBM,2024-03-19 14:02:00,192.77,192.803,192.755,192.77,2389
IBM,2024-03-19 14:01:00,192.86,192.96,192.73,192.73,14670
IBM,2024-03-19 14:00:00,192.9,192.92,192.85,192.86,5235
IBM,2024-03-19 13:59:00,192.905,192.91,192.89,192.91,2291
IBM,2024-03-19 13:58:00,192.93,192.93,192.9,192.92,2685
IBM,2024-03-19 13:57:00,192.91,192.95,192.91,192.93,3524
IBM,2024-03-19 13:56:00,192.92,192.925,192.91,192.92,3725
IBM,2024-03-19 13:55:00,192.9,192.95,192.9,192.95,1485
IBM,2024-03-19 13:54:00,192.88,192.88,192.86,192.86,1496
IBM,2024-03-19 13:53:00,192.83,192.89,192.82,192.882,3298
IBM,2024-03-19 13:52:00,192.83,192.84,192.81,192.84,2517
IBM,2024-03-19 13:51:00,192.825,192.88,192.825,192.88,2607
IBM,2024-03-19 13:50:00,192.84,192.89,192.82,192.821,16076
IBM,2024-03-19 13:49:00,192.81,192.82,192.81,192.81,1574
IBM,2024-03-19 13:48:00,192.8,192.8,192.75,192.8,2348
IBM,2024-03-19 13:47:00,192.775,192.84,192.775,192.84,3370
IBM,2024-03-19 13:46:00,192.81,192.81,192.782,192.782,3078
IBM,2024-03-19 13:45:00,192.817,192.85,192.8,192.85,943
IBM,2024-03-19 13:44:00,192.96,192.96,192.83,192.83,5581
